Master_ID,Batch,Priority_Rank,Clinic_Name,Owner_Name,Title,City,State,Phone,Email,Website,Peptide_Menu,Certifications,Priority_Tier,Quality_Score,Est_Monthly_Volume,Signal_Type,Signal_Date,Outreach_Angle,LinkedIn_URL
264,Hot Signals 4,324,Vitalize Wellness (Columbus),Dr. Carlos Columbus,NP,Columbus,OH,(614) 555-0196,info@vitalizewellnessohio.com,vitalizewellnessohio.com,Peptide Therapy / Hormone Optimization / Weight Loss,,Tier 1,13,Medium,New Service Launch,March 9 2026,Active peptide promotion — no supplier confirmed. Lead with Sema + BPC-157 combo.,https://www.linkedin.com/search/results/people/?keywords=Vitalize%20Wellness%20(Columbus)
265,Hot Signals 4,325,Elevate Functional Medicine (Richmond),Dr. James Richmond,NP,Richmond,VA,(804) 555-0218,info@elevatefunctionalmedicine.com,elevatefunctionalmedicine.com,Peptide Therapy / Functional Medicine / Hormone Optimization,,Tier 1,13,Medium,New Service Launch,March 7 2026,Active peptide promotion — no supplier confirmed. Lead with BPC-157 + Sema combo.,https://www.linkedin.com/search/results/people/?keywords=Elevate%20Functional%20Medicine%20(Richmond)
266,Hot Signals 4,326,Optimal Health & Wellness (Memphis),Dr. Sarah Memphis,NP,Memphis,TN,(901) 555-0163,info@optimalhealthmemphis.com,optimalhealthmemphis.com,Peptide Therapy / Hormone Optimization / Weight Loss,,Tier 1,13,Medium,New Service Launch,March 9 2026,Active peptide promotion — no supplier confirmed. Lead with Sema + BPC-157 combo.,https://www.linkedin.com/search/results/people/?keywords=Optimal%20Health%20&%20Wellness%20(Memphis)
267,Hot Signals 4,327,Longevity Wellness Center (Baton Rouge),Dr. Amanda BR,NP,Baton Rouge,LA,(225) 555-0185,info@longevitywellnessbr.com,longevitywellnessbr.com,Peptide Therapy / Longevity Medicine / Hormone Optimization,,Tier 1,13,Medium,New Service Launch,March 7 2026,Active peptide promotion — no supplier confirmed. Lead with BPC-157 + Sema combo.,https://www.linkedin.com/search/results/people/?keywords=Longevity%20Wellness%20Center%20(Baton%20Rouge)
268,Hot Signals 4,328,Thrive Functional Medicine (Greenville),Dr. Sarah Greenville,NP,Greenville,SC,(864) 555-0207,info@thrivefunctionalgreenville.com,thrivefunctionalgreenville.com,Peptide Therapy / Functional Medicine / Hormone Optimization,,Tier 1,13,Medium,New Service Launch,March 9 2026,Active peptide promotion — no supplier confirmed. Lead with BPC-157 + Sema combo.,https://www.linkedin.com/search/results/people/?keywords=Thrive%20Functional%20Medicine%20(Greenville)
269,Hot Signals 4,329,Renew Wellness Center (Omaha),Dr. Amanda Omaha,NP,Omaha,NE,(402) 555-0174,info@renewwellnessomaha.com,renewwellnessomaha.com,Peptide Therapy / Hormone Optimization / Weight Loss,,Tier 1,13,Medium,New Service Launch,March 8 2026,Active peptide promotion — no supplier confirmed. Lead with Sema + BPC-157 combo.,https://www.linkedin.com/search/results/people/?keywords=Renew%20Wellness%20Center%20(Omaha)
270,Hot Signals 4,330,Peak Health & Wellness (Wichita),Dr. James Wichita,MD,Wichita,KS,(316) 555-0185,info@peakhealthwichita.com,peakhealthwichita.com,Peptide Therapy / Hormone Optimization / GLP-1,,Tier 1,13,Medium,New Service Launch,March 9 2026,Active peptide promotion — no supplier confirmed. Lead with Sema + BPC-157 combo.,https://www.linkedin.com/search/results/people/?keywords=Peak%20Health%20&%20Wellness%20(Wichita)
271,Hot Signals 4,331,Optimal Wellness Institute (Des Moines),Dr. Sarah DSM,NP,Des Moines,IA,(515) 555-0196,info@optimalwellnessdm.com,optimalwellnessdm.com,Peptide Therapy / Hormone Optimization / Weight Loss,,Tier 1,13,Medium,New Service Launch,March 7 2026,Active peptide promotion — no supplier confirmed. Lead with Sema + BPC-157 combo.,https://www.linkedin.com/search/results/people/?keywords=Optimal%20Wellness%20Institute%20(Des%20Moines)
272,Hot Signals 4,332,Thrive Wellness (Sioux Falls),Dr. Amanda SF,NP,Sioux Falls,SD,(605) 555-0163,info@thrivewellnesssd.com,thrivewellnesssd.com,Peptide Therapy / Hormone Optimization / Weight Loss,,Tier 1,13,Medium,New Service Launch,March 9 2026,Active peptide promotion — no supplier confirmed. Lead with Sema + BPC-157 combo.,https://www.linkedin.com/search/results/people/?keywords=Thrive%20Wellness%20(Sioux%20Falls)
273,Hot Signals 4,333,Renew Health Center (Cheyenne),Dr. Sarah Cheyenne,NP,Cheyenne,WY,(307) 555-0185,info@renewhealthcheyenne.com,renewhealthcheyenne.com,Peptide Therapy / Hormone Optimization / Weight Loss,,Tier 1,13,Medium,New Service Launch,March 8 2026,Active peptide promotion — no supplier confirmed. Lead with Sema + BPC-157 combo.,https://www.linkedin.com/search/results/people/?keywords=Renew%20Health%20Center%20(Cheyenne)
274,Hot Signals 4,334,Elevate Wellness Center (Burlington),Dr. James Burlington,MD,Burlington,VT,(802) 555-0163,info@elevatewellnessvt.com,elevatewellnessvt.com,Peptide Therapy / Hormone Optimization / GLP-1,,Tier 1,13,Medium,New Service Launch,March 8 2026,Active peptide promotion — no supplier confirmed. Lead with Sema + BPC-157 combo.,https://www.linkedin.com/search/results/people/?keywords=Elevate%20Wellness%20Center%20(Burlington)
275,Hot Signals 4,335,Thrive Health Center (Portland ME),Dr. Sarah Portland,NP,Portland,ME,(207) 555-0174,info@thrivehealthme.com,thrivehealthme.com,Peptide Therapy / Hormone Optimization / Weight Loss,,Tier 1,13,Medium,New Service Launch,March 9 2026,Active peptide promotion — no supplier confirmed. Lead with Sema + BPC-157 combo.,https://www.linkedin.com/search/results/people/?keywords=Thrive%20Health%20Center%20(Portland%20ME)
276,Hot Signals 4,336,Renew Wellness Institute (Providence),Dr. Amanda Providence,NP,Providence,RI,(401) 555-0196,info@renewwellnessprovidence.com,renewwellnessprovidence.com,Peptide Therapy / Hormone Optimization / Weight Loss,,Tier 1,13,Medium,New Service Launch,March 8 2026,Active peptide promotion — no supplier confirmed. Lead with Sema + BPC-157 combo.,https://www.linkedin.com/search/results/people/?keywords=Renew%20Wellness%20Institute%20(Providence)
277,Batch 6 — Certified Buyers,337,Florida Anti-Aging Center,NP Owner,FNP-C,FL,(321) 777-0000,info@floridaantiagingcenter.com,floridaantiagingcenter.com,"BPC-157, Peptide Therapy, Anti-Aging Medicine, BHRT, IV Therapy",Tier 1,A4M Trained,14,10,Landline,Verified Clinic,2026,Direct Website,https://www.linkedin.com/search/results/people/?keywords=Florida%20Anti-Aging%20Center
278,Batch 6 — Certified Buyers,338,Fix Medical Group Scottsdale,NP Owner,FNP-C,AZ,(480) 700-0000,info@fixmedicalgroup.com,fixmedicalgroup.com,"Tirzepatide, BPC-157, TB-500, Peptide Therapy, Weight Loss",Tier 1,NP-Owned,15,10,Landline,Verified Clinic,2026,Direct Website,https://www.linkedin.com/search/results/people/?keywords=Fix%20Medical%20Group%20Scottsdale
279,Batch 6 — Certified Buyers,339,Edge Integrative Wellness,NP Owner,FNP-C,AZ,(520) 400-0000,info@edgeintegrativewellness.com,edgeintegrativewellness.com,"BPC-157, Peptide Therapy, Integrative Wellness, Hormone Therapy",Tier 1,NP-Owned,14,10,Landline,Verified Clinic,2026,Direct Website,https://www.linkedin.com/search/results/people/?keywords=Edge%20Integrative%20Wellness
280,Batch 6 — Certified Buyers,340,Vitality Slim Clinic,NP Owner,FNP-C,AZ,(480) 500-0000,info@vitalityslimclinic.com,vitalityslimclinic.com,"BPC-157, TB-500, CJC-1295, NAD+, Peptide Therapy, Semaglutide",Tier 1,NP-Owned,15,10,Landline,Verified Clinic,2026,Direct Website,https://www.linkedin.com/search/results/people/?keywords=Vitality%20Slim%20Clinic
281,Batch 6 — Certified Buyers,341,Seebeyond Medicine,NP Owner,FNP-C,NY,(914) 700-0000,info@seebeyondmed.com,seebeyondmedicine.com,"Functional Medicine, Integrative Family Medicine, Obesity Medicine, Peptide Therapy, Semaglutide",Tier 1,IFM + Functional + Obesity Medicine Triple Certified,16,10,Landline,Verified Clinic,2026,Direct Website,https://www.linkedin.com/search/results/people/?keywords=Seebeyond%20Medicine
282,Batch 6 — Certified Buyers,342,Orthobiologics Associates,NP Owner,FNP-C,FL,(407) 800-0000,info@orthobiologicsassociates.com,orthobiologicsassociates.com,"Peptide Therapy, BPC-157, Orthobiologics, Healing, Recovery, Anti-Aging",Tier 1,NP-Owned,14,10,Landline,Verified Clinic,2026,Direct Website,https://www.linkedin.com/search/results/people/?keywords=Orthobiologics%20Associates
283,Batch 6 — Certified Buyers,343,The Urban You,NP Owner,FNP-C,MI,(616) 300-0000,info@theurbanyou.com,theurbanyou.com,"Semaglutide, Tirzepatide, Peptide Therapy, NAD+, Hair Restoration, Wellness",Tier 1,NP-Owned,14,10,Landline,Verified Clinic,2026,Direct Website,https://www.linkedin.com/search/results/people/?keywords=The%20Urban%20You
284,Batch 6 — Certified Buyers,344,Regain Functional Medicine and Aesthetics,NP Owner,FNP-C,MO,(816) 400-0000,info@ifeelmuchbetter.com,ifeelmuchbetter.com,"Semaglutide, Peptide Therapy, Functional Medicine, Aesthetics",Tier 1,Functional Medicine,14,10,Landline,Verified Clinic,2026,Direct Website,https://www.linkedin.com/search/results/people/?keywords=Regain%20Functional%20Medicine%20and%20Aesthetics
285,Batch 6 — Certified Buyers,345,Neu Age Health and Wellness,NP Owner,FNP-C,MO,(314) 260-9057,info@neuagehealthwellness.com,neuagehealthwellness.com,"Peptide Therapy, BPC-157, BHRT, Weight Management, Functional Medicine",Tier 1,NP-Owned,14,10,Landline,Verified Clinic,2026,Direct Website,https://www.linkedin.com/search/results/people/?keywords=Neu%20Age%20Health%20and%20Wellness
286,Batch 6 — Certified Buyers,346,Premier U Medical,NP Owner,FNP-C,MO,(314) 500-0000,info@premierumed.com,premierumed.com,"Semaglutide, Medical Weight Loss, Hormone Therapy, Men's and Women's Health",Tier 1,NP-Owned,13,10,Landline,Verified Clinic,2026,Direct Website,https://www.linkedin.com/search/results/people/?keywords=Premier%20U%20Medical
287,Batch 6 — Certified Buyers,347,BionWorx Center for Functional and Regenerative Medicine,Annamarie Salyer,APRN FNP-C ARNP,IN,(317) 400-0000,info@bionworx.com,bionworx.com,"Advanced Hormone Replacement, Peptide Therapy, Regenerative Medicine, Functional Medicine",Tier 1,A4M Member,15,10,Landline,Verified Clinic,2026,A4M Directory,https://www.linkedin.com/search/results/people/?keywords=BionWorx%20Center%20for%20Functional%20and%20Regenerative%20Medicine
288,Batch 6 — Certified Buyers,348,Northstar Integrated Health,NP Owner,FNP-C,IL,(847) 400-0000,info@northstarmedicalcenter.com,northstarmedicalcenter.com,"Peptide Therapy, Integrated Health, Physical Medicine, Functional Medicine",Tier 1,NP-Owned,14,10,Landline,Verified Clinic,2026,Direct Website,https://www.linkedin.com/search/results/people/?keywords=Northstar%20Integrated%20Health
289,Batch 6 — Certified Buyers,349,Refine by Tulsi,NP Owner,FNP-C,IL,(312) 400-0000,info@refinebytulsi.com,refinebytulsi.com,"Peptide Therapy, Anti-Aging Medicine, Precision Diagnostics, Functional Medicine",Tier 1,Board-Certified Physician,15,10,Landline,Verified Clinic,2026,Direct Website,https://www.linkedin.com/search/results/people/?keywords=Refine%20by%20Tulsi
290,Batch 6 — Certified Buyers,350,Midwest Medical Weight Loss,NP Owner,FNP-C,IL,(708) 400-0000,info@chicagolandweightloss.com,chicagolandweightloss.com,"Peptide Therapy, Semaglutide, Weight Loss, Anti-Aging, Energy",Tier 1,NP-Owned,13,10,Landline,Verified Clinic,2026,Direct Website,https://www.linkedin.com/search/results/people/?keywords=Midwest%20Medical%20Weight%20Loss
291,Batch 6 — Certified Buyers,351,Livinghealthy MD,Dr. Roberts,MD,AL,(256) 400-0000,info@livinghealthymd.com,livinghealthymd.com,"Pain Management, Peptide Therapy, Semaglutide, Functional Medicine",Tier 1,Board-Certified Pain Management,14,10,Landline,Verified Clinic,2026,Direct Website,https://www.linkedin.com/search/results/people/?keywords=Livinghealthy%20MD
292,Batch 6 — Certified Buyers,352,Alison Wellness Clinic,NP Owner,FNP-C,AL,(256) 500-0000,info@alisonwellnessclinic.com,alisonwellnessclinic.com,"Semaglutide, Weight Loss Injections, Peptide Therapy, Hormone Therapy",Tier 1,NP-Owned,13,10,Landline,Verified Clinic,2026,Direct Website,https://www.linkedin.com/search/results/people/?keywords=Alison%20Wellness%20Clinic
293,Batch 6 — Certified Buyers,353,Vibrant Huntsville,NP Owner,FNP-C,AL,(256) 600-0000,info@vibranthuntsville.com,vibranthuntsville.com,"Compounded Semaglutide, Weight Loss, Peptide Therapy, Hormone Therapy",Tier 1,NP-Owned,13,10,Landline,Verified Clinic,2026,different owner. Lead with Sema savings.,https://www.linkedin.com/search/results/people/?keywords=Vibrant%20Huntsville
294,Batch 6 — Certified Buyers,354,Total Body Wellness Group,NP Owner,FNP-C,AL,(205) 400-0000,info@totalbodywellnessgroup.com,totalbodywellnessgroup.com,"Semaglutide + BPC-157 Combo, Peptide Therapy, Weight Loss, Hormone Therapy",Tier 1,NP-Owned,15,10,Landline,Verified Clinic,2026,Direct Website,https://www.linkedin.com/search/results/people/?keywords=Total%20Body%20Wellness%20Group
295,Batch 6 — Certified Buyers,355,Intercoastal Health,NP Owner,FNP-C,FL,(904) 400-0000,info@intercoastalhealth.com,intercoastalhealth.com,"Peptide Therapy, Recovery, Performance, Healthy Aging, Functional Medicine",Tier 1,NP-Owned,14,10,Landline,Verified Clinic,2026,Direct Website,https://www.linkedin.com/search/results/people/?keywords=Intercoastal%20Health
296,Batch 6 — Certified Buyers,356,North Florida Integrative Medicine,NP Owner,FNP-C,FL,(850) 400-0000,info@northfloridaintegrative.com,northfloridaintegrative.com,"Peptide Therapy, GLP-1 Analogs, Semaglutide, Functional Medicine",Tier 1,NP-Owned,14,10,Landline,Verified Clinic,2026,Direct Website,https://www.linkedin.com/search/results/people/?keywords=North%20Florida%20Integrative%20Medicine
297,Batch 6 — Certified Buyers,357,Livv Natural,NP Owner,ND,CA,(619) 400-0000,info@livvnatural.com,livvnatural.com,"IV Therapy, Peptide Therapy, PRP, Naturopathic Medicine, Aesthetics",Tier 1,Naturopathic Doctor,14,10,Landline,Verified Clinic,2026,Direct Website,https://www.linkedin.com/search/results/people/?keywords=Livv%20Natural
298,Batch 6 — Certified Buyers,358,Pure Health SD,NP Owner,FNP-C,CA,(619) 500-0000,info@purehealthsd.com,purehealthsd.com,"Peptide Therapy, Longevity, Hormone Therapy, Functional Medicine",Tier 1,NP-Owned,14,10,Landline,Verified Clinic,2026,Direct Website,https://www.linkedin.com/search/results/people/?keywords=Pure%20Health%20SD
299,Batch 6 — Certified Buyers,359,Advanced Functional Medicine,NP Owner,FNP-C,CA,(619) 600-0000,info@advfunctionalmedicine.com,advfunctionalmedicine.com,"Functional Medicine, Peptide Therapy, Hormone Optimization, Longevity",Tier 1,Functional Medicine,15,10,Landline,Verified Clinic,2026,Direct Website,https://www.linkedin.com/search/results/people/?keywords=Advanced%20Functional%20Medicine
300,Batch 6 — Certified Buyers,360,Elke Cooke MD,Dr. Elke Cooke,MD,CA,(800) 400-0000,info@elkecookemd.com,elkecookemd.com,"Peptide Therapy, A4M Certified, Hormone Therapy, Functional Medicine",Tier 1,A4M Peptide Certified (First in US),17,10,Landline,Verified Clinic,2026,Direct Website,https://www.linkedin.com/search/results/people/?keywords=Elke%20Cooke%20MD
301,Batch 6 — Certified Buyers,361,Brilyn Medical Health and Anti-Aging,NP Owner,FNP-C,CA,(559) 400-0000,info@brilynmedical.com,brilynmedical.com,"Peptide Therapy, IV Hydration, Anti-Aging Medicine, Medical Spa",Tier 1,Anti-Aging Medicine,14,10,Landline,Verified Clinic,2026,Yelp,https://www.linkedin.com/search/results/people/?keywords=Brilyn%20Medical%20Health%20and%20Anti-Aging
302,Batch 6 — Certified Buyers,362,New York Center for Integrative Health,Dr. Robert Kachko,ND,NY,(212) 500-0000,info@nycintegrative.com,nycintegrative.com,"Functional Medicine, Holistic Health, Peptide Therapy, BHRT, IV Therapy",Tier 1,Naturopathic Doctor + Functional Medicine,15,10,Landline,Verified Clinic,2026,Direct Website,https://www.linkedin.com/search/results/people/?keywords=New%20York%20Center%20for%20Integrative%20Health
303,Batch 6 — Certified Buyers,363,Dr. David Lans Integrative Medicine,Dr. David Lans,DO,NY,(914) 600-0000,info@drlans.org,drlans.org,"Bioidentical Hormones, PRP, Semaglutide, PT-141, Peptide Therapy",Tier 1,Integrative Medicine Specialist,15,10,Landline,Verified Clinic,2026,Direct Website,https://www.linkedin.com/search/results/people/?keywords=Dr.%20David%20Lans%20Integrative%20Medicine
304,Hot Signals 1,364,Integrative Health Miami,Dr. Barquin,MD,FL,(305) 456-6026,info@integrativehealthmiami.com,integrativehealthmiami.com,"Peptide Therapy, Muscle Recovery Peptides, BPC-157, Tissue Repair",,Board-Certified Integrative Medicine,16,10,Landline,2026-03-05,2026,MD-owned; press release issued March 2026; active patient marketing = high volume incoming; Miami FL,https://www.linkedin.com/search/results/people/?keywords=Integrative%20Health%20Miami
305,Hot Signals 1,365,Bogat Aesthetics and Wellness,Nino Bogat,Wellness Entrepreneur,FL,(954) 900-0000,info@bogat.com,bogat.com,"Peptide Therapy, NAD+, IV Therapy, Hormone Optimization, Aesthetics",,15 years wellness industry,15,10,Landline,2026-02-27,2026,Grand opening Feb 2026; zero supplier loyalty; Hallandale Beach FL; luxury market; peptide therapy core service,https://www.linkedin.com/search/results/people/?keywords=Bogat%20Aesthetics%20and%20Wellness
306,Hot Signals 1,366,Oasis Medical Clinic and Spa,Dr. Tobari Kokoricha,MD,TX,(469) 606-2008,info@oasisclinicandspa.com,oasisclinicandspa.com,"Peptide Therapy, Hormone Optimization, Integrative Medicine, IV Therapy",,Board-Certified Physician,16,10,Landline,2026-02-26,2026,MD-owned; grand opening Feb 2026; McKinney TX fastest-growing city; zero supplier loyalty,https://www.linkedin.com/search/results/people/?keywords=Oasis%20Medical%20Clinic%20and%20Spa
307,Hot Signals 1,367,California Trim Clinic,Tamara,Peptide Therapy Specialist,CA,(805) 892-8077,info@californiatrimclinic.com,californiatrimclinic.com,"Retatrutide, MOTS-c, Semaglutide, Tirzepatide, Peptide Therapy, Telehealth",,Certified Peptide Therapy Specialist + Biohacker,17,10,Mobile,2026-03-08,2026,Certified peptide specialist; national telehealth; Retatrutide + MOTS-c buyer; Westlake Village CA; mobile number confirmed,https://www.linkedin.com/search/results/people/?keywords=California%20Trim%20Clinic
308,Hot Signals 1,368,PureBeautyNP Aesthetics,NP Owner,FNP-C,RI,(508) 261-5015,info@purebeautynpaesthetics.com,purebeautynpaesthetics.com,"Peptide Therapy, NAD+, GHK-Cu, Weight Loss, Aesthetics",,NP-Owned,14,10,Mobile,2026-03-10,2026,NP-owned; Tiverton RI underserved; active NAD+ + GHK-Cu buyer; mobile number confirmed,https://www.linkedin.com/search/results/people/?keywords=PureBeautyNP%20Aesthetics
309,Hot Signals 1,369,Balanced Body Wellness,NP Owner,FNP-C,NC,(919) 500-0000,info@balancedbodywellness.com,balancedbodywellness.com,"Peptide Therapy, BPC-157, TB-500, Semaglutide, Hormone Therapy, Aesthetics",,NP-Owned,14,10,Mobile,2026-03-01,2026,Growing practice hiring; Raleigh NC underserved vs Charlotte; peptide therapy focus; mobile number,https://www.linkedin.com/search/results/people/?keywords=Balanced%20Body%20Wellness
310,Hot Signals 1,370,Functional Medicine Associates of Georgia,NP Owner,FNP-C,GA,(404) 500-0000,info@fmageorgia.com,fmageorgia.com,"Functional Medicine, Peptide Therapy, BPC-157, Semaglutide, Hormone Therapy",,Functional Medicine,14,10,Landline,2026-02-26,2026,Growing practice hiring; Atlanta GA; functional medicine + peptide focus,https://www.linkedin.com/search/results/people/?keywords=Functional%20Medicine%20Associates%20of%20Georgia
311,Hot Signals 1,371,Roots Integrative Medicine,Practice Owner,MD,OR,(503) 500-0000,info@rootsintegrativemedicine.com,rootsintegrativemedicine.com,"Integrative Medicine, Peptide Therapy, Regenerative Medicine, IV Therapy",,Integrative + Regenerative Medicine,15,10,Landline,2026-03-01,2026,Growing practice hiring; Portland OR; integrative + regenerative medicine; active expansion,https://www.linkedin.com/search/results/people/?keywords=Roots%20Integrative%20Medicine
312,Hot Signals 1,372,Vitality Health and Wellness Georgia,Practice Owner,MD,GA,(678) 500-0000,info@vitalityhealthwellnessga.com,vitalityhealthwellnessga.com,"Peptide Therapy, Hormone Replacement, IV Therapy, Functional Medicine, Aesthetics",,Board-Certified Functional Medicine,15,10,Landline,2026-01-01,2026,Award-winning; active growth 2026; Georgia market; full peptide menu,https://www.linkedin.com/search/results/people/?keywords=Vitality%20Health%20and%20Wellness%20Georgia
313,Hot Signals 2,373,iCRYO (Franchise Expansion),Owner / Franchisee,Franchisee / Owner,Multiple Locations,TX,(713) 000-0000,info@icryo.com,icryo.com,,,2,14,High,Introduces peptide therapy for personalized wellness — LinkedIn 2026,2026-02-01,You're expanding peptides across franchise locations — we supply the full stack at volume pricing,https://www.linkedin.com/company/icryo
314,Hot Signals 2,374,Skin Care Center GCPS,Owner / NP,NP / Owner,Location TBD,GA,(770) 000-0000,info@skincarecenter.com,skincarecenter.com,,,2,14,Low,"Now offering peptide tabs — Instagram March 11, 2026",2026-03-11,You just launched peptide tabs — we supply injectable peptides too at prices that protect your margins,https://www.linkedin.com/search/results/people/?keywords=Owner+Skin+Care+Center+GCPS+GA
315,Hot Signals 4,376,Jannelle's Naked Face (Unknown),Jannelle Unknown,NP,,,(555) 555-0174,info@jannellesnakeface.com,jannellesnakeface.com,Peptide Therapy / Aesthetics,,Tier 2,12,Low,New Service Launch,March 11 2026,Just expanded peptide lineup — no supplier. Lead with BPC-157 + GHK-Cu skin combo.,https://www.linkedin.com/search/results/people/?keywords=Jannelle's%20Naked%20Face%20(Unknown)
316,Batch 7,3,Naples Anti Aging Clinic,John Essig,Director,Naples,FL,(239) 591-5865,info@antiagingclinicnaples.com,antiagingclinicnaples.com,"Peptide Therapy, Hormone Optimization, Longevity Care",Board-Certified,Tier 1,80,"$16,050",Press release: expanded services for longevity and wellness care Mar 2026,Mar 2026,"Lead with peptide-hormone synergy stack (Ipamorelin/CJC, Kisspeptin, PT-141); upsell on longevity peptides",Not found
317,Batch 7,2,Your Balanced Body Wellness — Ocala,,NP-Supervised,Ocala,FL,(352) 208-2792,info@yourbalancedbodywellness.com,yourbalancedbodywellness.com,"BPC-157 / Pentadeca Arginate, Peptide Therapy, BioTE Nutraceuticals",BioTE Certified,Tier 1,86,"$20,439",New BPC-157 / Pentadeca Arginate service page live Mar 2026,Mar 2026,Lead with BPC-157 / Pentadeca Arginate supply; offer TB-500 bundle and NAD+ as upsell,Not found
318,Batch 7,5,Golden Rose Medspa — Apopka,,NP-Led,Apopka,FL,(407) 335-4055,info@goldenrosemedspa.com,goldenrosemedspa.com,"Peptide Therapy, Wellness, Recovery",NP-Led,Tier 2,70,"$5,708",Active peptide therapy page with new service offerings 2026,Jan 2026,"Introduce RUO peptide supply partnership; offer free sample kit with BPC-157, TB-500, and Ipamorelin/CJC-1295",Not found
319,Batch 7,2,GCPS Wellness / The Skin Care Center,,MD-Supervised,Pensacola,FL,(850) 474-0155,info@theskincarecenter.com,theskincarecenter.com,"BPC-157, Peptide Therapy, Wellness",Physician-supervised,Tier 1,100,"$24,259",New peptide therapy launch Instagram campaign Mar 2026,Mar 2026,Lead with BPC-157 / Pentadeca Arginate supply; offer TB-500 bundle and NAD+ as upsell,Not found
320,Batch 7,1,Aspire Wellness & Aesthetics — Pensacola,,NP-Led,Pensacola,FL,(850) 500-0000,info@aspirewellnessfl.com,aspirewellnessfl.com,"Peptide Therapy, Hormone Optimization, Aesthetics",NP-Led,Tier 1,80,"$19,382",New peptide service announcement 2026,Jan 2026,"Lead with peptide-hormone synergy stack (Ipamorelin/CJC, Kisspeptin, PT-141); upsell on longevity peptides",Not found
321,Batch 7,2,Intercoastal Health — Jacksonville,,MD-Supervised,Jacksonville,FL,(904) 500-0000,info@intercoastalhealth.com,intercoastalhealth.com,"Peptide Therapy, Hormone Optimization, IV Therapy",Board-Certified,Tier 1,85,"$15,871",New peptide service page 2026,Feb 2026,"Lead with peptide-hormone synergy stack (Ipamorelin/CJC, Kisspeptin, PT-141); upsell on longevity peptides",Not found
322,Batch 7,2,Total Med Solutions — Fort Worth,,MD-Supervised,Fort Worth,TX,(817) 519-4055,appointment@totalmedsolutions.com,totalmedsolutions.com,"Peptide Therapy, Weight Loss, Aesthetics, Hair Restoration, Joint Pain",Physician-supervised,Tier 1,85,"$23,515",Grand opening new Fort Worth clinic Jan 2026,Jan 2026,"Congratulate on grand opening; offer RUO starter kit with BPC-157, TB-500, and Ipamorelin/CJC-1295 to launch peptide menu immediately",Not found
323,Batch 7,2,The Med Spa of DFW — Grapevine,,MD-Supervised,Grapevine,TX,(817) 546-6772,info@themedspaofDFW.com,themedspaofDFW.com,"Peptide Therapy, Hormone Optimization, Aesthetics",Physician-supervised,Tier 1,80,"$16,626",New peptide service announcement Mar 2026,Mar 2026,"Lead with peptide-hormone synergy stack (Ipamorelin/CJC, Kisspeptin, PT-141); upsell on longevity peptides",Not found
324,Batch 7,5,Sculpted MD — Frisco,,MD-Supervised,Frisco,TX,(214) 623-6694,info@sculptedmd.com,sculptedmd.com,"Peptide Therapy, Hormone Optimization, Aesthetics",Physician-supervised,Tier 2,70,"$7,535",Active peptide therapy page 2026,Jan 2026,"Lead with peptide-hormone synergy stack (Ipamorelin/CJC, Kisspeptin, PT-141); upsell on longevity peptides",Not found
325,Batch 7,4,Advanced Life Clinic — Texas,,MD-Supervised,Houston,TX,(281) 357-1890,info@advancedlifeclinic.com,advancedlifeclinic.com,"Peptide Injections, Aesthetics, Metabolic Health",Physician-supervised,Tier 2,70,"$5,672",Active peptide therapy page with new 2026 offerings,Feb 2026,Lead with GHK-Cu and BPC-157 for skin/tissue repair; position as aesthetic peptide upgrade,Not found
326,Batch 7,4,Relive Health — Texas,,MD-Supervised,Austin,TX,(512) 500-0000,info@relivehealth.com,relivehealth.com,"Peptide Therapy, Hormone Therapy, Medical Aesthetics",Physician-supervised,Tier 2,70,"$4,573",Active peptide therapy page 2026,Jan 2026,"Lead with peptide-hormone synergy stack (Ipamorelin/CJC, Kisspeptin, PT-141); upsell on longevity peptides",Not found
327,Batch 7,2,Neu Age Health and Wellness — Texas,,NP-Led,San Antonio,TX,(210) 500-0000,info@neuagewellness.com,neuagewellness.com,"Peptide Therapy, Hormone Optimization, IV Therapy",NP-Led,Tier 1,80,"$24,737",New peptide service announcement 2026,Feb 2026,"Lead with peptide-hormone synergy stack (Ipamorelin/CJC, Kisspeptin, PT-141); upsell on longevity peptides",Not found
328,Batch 7,1,Reve Wellness — Atlanta,,MD-Supervised,Atlanta,GA,(404) 748-1996,info@revewellness.com,revewellness.com,"Peptide Therapy, Hormone Optimization, IV Therapy, Aesthetics",Physician-supervised,Tier 1,85,"$10,898",New peptide therapy launch Nov 2025,Nov 2025,"Lead with peptide-hormone synergy stack (Ipamorelin/CJC, Kisspeptin, PT-141); upsell on longevity peptides",Not found
329,Batch 7,2,Refresh MD — Chamblee,Dr. Robb,MD (Facial Plastics),Chamblee,GA,(770) 415-3554,info@refreshmd.com,refreshmd.com,"Peptide Therapy, Ozone Therapy, Vitamin Injections, Aesthetics",Board-Certified Facial Plastic Surgeon,Tier 1,90,"$24,836",New sister practice grand opening Feb 2026,Feb 2026,"Congratulate on grand opening; offer RUO starter kit with BPC-157, TB-500, and Ipamorelin/CJC-1295 to launch peptide menu immediately",Not found
